artist_id,full_name,first_name,middle_names,last_name,nationality,style,birth,death
870,Caravaggio,Michelangelo,Merisi,Da Caravaggio,Italian,Baroque,19/04/1904,28/05/1904
871,Konstantin A. Korovin,Konstantin,A,Korovin,Russian,Impressionist,03/02/1905,22/04/1905
872,Paul Cézanne,Paul,,Cezanne,French,Post-Impressionist,12/01/1905,20/03/1905
873,Paul Klee,Paul,,Klee,Swiss,Expressionist,21/02/1905,23/04/1905
874,Jacob Cornelisz Van Oostsanen,Jacob,Cornelisz,Van Oostsanen,Dutch,Renaissance,09/01/1904,12/03/1904
875,Jules Bastien-Lepage,Jules,Bastien,Lepage,French,Realist,21/01/1905,26/02/1905
876,Salvador Dalí,Salvador,,Dali,Spanish,Surrealist,15/03/1905,11/06/1905
877,Edgar William,Edgar,,William,American,Colonial,12/02/1905,01/04/1905
878,Chaïm Soutine,Chaim,,Soutine,French,Expressionist,07/03/1905,26/04/1905
879,Jean-Étienne Liotard,Jean,Etienne,Liotard,Swiss,Mannerist,28/08/1904,23/11/1904
880,Robert William Vonnoh,Robert,William,Vonnoh,American,Impressionist,31/01/1905,16/04/1905
881,Hendrick Avercamp,Hendrick,,Avercamp,Dutch,Baroque,03/05/1904,21/06/1904
882,Gaston Bussière,Gaston,,Bussiere,French,Symbolist,04/02/1905,11/04/1905
883,Thomas Eakins,Thomas,,Eakins,American,Realist,17/01/1905,30/03/1905
884,Otto Mueller,Otto,,Mueller,German,Expressionist,16/02/1905,13/04/1905
885,Lucas Cranach,Lucas,,Cranach,German,Northern Renaissance,11/01/1904,01/04/1904
886,Paulus Potter,Paulus,,Potter,Dutch,Baroque,12/06/1904,11/07/1904
887,Johan Barthold Jongkind,Johan,Barthold,Jongkind,Dutch,Impressionist,23/12/1904,05/03/1905
888,John Vanderbank,John,,Vanderbank,English,Portraitist,20/08/1904,04/10/1904
889,Richard Ansdell,Richard,,Ansdell,English,Naturalist,19/12/1904,27/02/1905
890,Gabriele Münter,Gabriele,,Munter,German,Expressionist,19/02/1905,15/05/1905
891,Orazio Gentileschi,Orazio,,Gentileschi,Italian,Baroque,11/04/1904,26/06/1904
892,Nicholas Pocock,Nicholas,,Pocock,English,Marine Art,06/10/1904,25/12/1904
893,Julian Alden Weir,Julian,Alden,Weir,American,Impressionist,25/01/1905,02/04/1905
894,Jan Van Scorel,Jan,,Van Scorel,Dutch,Renaissance,03/02/1904,10/04/1904
895,Joaquín Sorolla,Joaquin,,Sorolla,Spanish,Impressionist,05/02/1905,06/04/1905
896,Anne Vallayer-Coster,Anne,Vallayer,Coster,French,Rococo,09/10/1904,22/12/1904
897,Élisabeth Vigée-LeBrun,Elisabeth,Vigee,Le Brun,French,Neoclassical,20/10/1904,15/01/1905
898,Joseph M. W. Turner,Joseph,Mallord William,Turner,English,Romantic,09/11/1904,24/01/1905
899,William Adolphe Bouguereau,William,Adolphe,Bouguereau,French,Classicist,29/12/1904,19/03/1905
900,Francesco Guardi,Francesco,,Guardi,Italian,Rococo,07/09/1904,27/11/1904
901,John French Sloan,John,French,Sloan,American,Folk,13/02/1905,04/05/1905
902,John Constable,John,,Constable,English,Romantic,10/11/1904,10/01/1905
903,Armand Guillaumin,Guillaumin,,Armand,French,Impressionist,14/01/1905,10/04/1905
904,Friedrich Von Amerling,Friedrich,,Von Amerling,Austrian,Classicist,07/12/1904,01/03/1905
905,Max Pechstein,Max,,Pechstein,German,Expressionist,23/02/1905,08/05/1905
906,Jean-Louis Forain,Jean,Louis,Forain,French,Impressionist,25/01/1905,14/04/1905
907,Carl Larsson,Carl,,Larsson,Swiss,Post-Impressionist,26/01/1905,02/04/1905
908,Jean-Antoine Watteau,Jean,Antoine,Watteau,French,Rococo,10/08/1904,16/09/1904
909,Jan Both,Jan,,Both,Dutch,Baroque,28/05/1904,09/07/1904
910,John William Godward,John,William,Godward,English,Classicist,03/02/1905,05/04/1905
911,Jean Frédéric Bazille,Jean,Frederic,Bazille,French,Impressionist,14/01/1905,12/02/1905
912,Pierre Bonnard,Pierre,,Bonnard,French,Nabi,09/02/1905,30/04/1905
913,Edward Burne-Jones,Edward,Burne,Jones,English,Neoclassical,06/01/1905,12/03/1905
914,Cornelis Van Haarlem,Cornelis,,Van Haarlem,Dutch,Baroque,10/04/1904,25/06/1904
915,Daniel Ridgway Knight,Daniel,Ridgway,Knight,American,Realist,12/01/1905,07/04/1905
916,Jean-Baptiste-Camille Corot,Jean,Baptiste Camille,Corot,French,Romantic,30/11/1904,17/02/1905
917,Jan Toorop,Jan,,Toorop,Dutch,Symbolist,31/01/1905,11/04/1905
918,Rembrandt Peale,Rembrandt,,Peale,American,Neoclassical,12/11/1904,02/02/1905
919,Edmund Charles Tarbell,Edmund,Charles,Tarbell,American,Impressionist,04/02/1905,21/04/1905
920,Rembrandt Van Rijn,Rembrandt,,Van Rijn,Dutch,Baroque,24/05/1904,26/07/1904
